1;30;0;0;0;0
2;30;0;0;0;0
3;30;0;0;0;0
4;30;0;0;0;0
5;30;0;0;0;0
6;30;0;0;0;0
7;30;0;0;0;0
8;30;0;0;0;0
9;30;0;0;0;0
10;30;0;0;0;0
11;30;0;0;0;0
12;30;0;0;0;0
13;30;0;0;0;0
14;30;0;0;0;0
15;30;0;0;0;0
16;30;0;0;0;0
17;30;0;0;0;0
18;30;0;0;0;0
19;30;0;0;0;0
20;30;0;0;0;0
21;30;0;0;0;0
22;30;0;0;0;0
23;29;0;1;0;0
24;29;0;1;0;0
25;29;0;1;0;0
26;29;0;1;0;0
27;29;0;1;0;0
28;29;0;1;0;0
29;29;0;1;0;0
30;29;0;1;0;0
31;29;0;1;0;0
32;29;0;1;0;0
33;29;0;1;0;0
34;29;0;1;0;0
35;29;0;1;0;0
36;29;0;1;0;0
37;29;0;1;0;0
38;29;0;1;0;0
39;29;0;1;0;0
40;29;0;1;0;0
41;29;0;1;0;0
42;29;0;1;0;0
43;29;0;1;0;0
44;29;0;1;0;0
45;29;0;1;0;0
46;29;0;1;0;0
47;29;0;1;0;0
48;29;0;1;0;0
49;29;0;1;0;0
50;29;0;1;0;0
51;29;0;1;0;0
52;29;0;1;0;0
53;29;0;1;0;0
54;29;0;1;0;0
55;29;0;1;0;0
56;29;0;1;0;0
57;29;0;1;0;0
58;29;0;1;0;0
59;29;0;1;0;0
60;29;0;1;0;0
61;29;0;1;0;0
62;29;0;1;0;0
63;29;0;1;0;0
64;29;0;1;0;0
65;29;0;1;0;0
66;28;0;2;0;0
67;28;0;2;0;0
68;28;0;2;0;0
69;28;0;2;0;0
70;28;0;2;0;0
71;28;0;2;0;0
72;28;0;2;0;0
73;28;0;2;0;0
74;27;0;3;0;0
75;27;0;3;0;0
76;27;0;3;0;0
77;26;0;4;0;0
78;26;0;4;0;0
79;26;0;4;0;0
80;26;0;4;0;0
81;26;0;4;0;0
82;26;0;4;0;0
83;26;0;4;0;0
84;26;0;4;0;0
85;26;0;4;0;0
86;26;0;4;0;0
87;26;0;4;0;0
88;26;0;4;0;0
89;26;0;4;0;0
90;26;0;4;0;0
91;26;0;4;0;0
92;26;0;4;0;0
93;26;0;4;0;0
94;26;0;4;0;0
95;26;0;4;0;0
96;26;0;4;0;0
97;26;0;4;0;0
98;26;0;4;0;0
99;26;0;4;0;0
100;25;0;5;0;0
101;25;0;5;0;0
102;25;0;5;0;0
103;25;0;5;0;0
104;25;0;5;0;0
105;25;0;5;0;0
106;25;0;5;0;0
107;25;0;5;0;0
108;25;0;5;0;0
109;25;0;5;0;0
110;25;0;5;0;0
111;24;0;5;1;0
112;24;0;5;1;0
113;24;0;5;1;0
114;24;0;5;1;0
115;24;0;5;1;0
116;24;0;5;1;0
117;24;0;5;1;0
118;24;0;5;1;0
119;24;0;5;1;0
120;24;0;5;1;0
121;24;0;5;1;0
